"climbRate","Sgz","'p'","'q'","curPitch","curRoll","absRoll","diffClb"
"196","-15","0.44","0.12","0.37","1.5","-9","-10"
"-68","-22","-0.48","-0.02","0.55","1.3","-9","4"
"122","-21","-0.44","0.06","0.39","-0.4","-10","4"
"-71","-16","0.19","-0.04","0.53","-1","-11","11"
"41","-16","0.41","0.03","0.47","0.5","-10","1"
"-24","-15","0.31","0.18","0.59","1.3","-9","-17"
"-57","-15","0.29","0.15","0.62","1.3","-9","-18"
"-142","-16","0.23","0.15","0.69","1.5","-9","-14"
"70","-21","-0.26","-0.1","0.39","1.5","-8","14"
"211","-13","-0.56","0.17","0.39","0.5","-10","-21"
"-91","-12","-0.4","0.08","0.61","-1.4","-11","-5"
"-79","-19","0.08","0.02","0.57","-2.1","-12","4"
"29","-19","0.34","0.04","0.48","0.3","-10","0"
"0","-18","0.11","0.05","0.51","1.1","-9","-3"
"9","-19","-0.22","0.01","0.49","1","-9","3"
"95","-13","-0.19","0.03","0.42","-0.7","-11","1"
"69","-7","0.18","0.07","0.46","-0.8","-11","-4"
"-100","-7","0.3","0.1","0.62","0.4","-10","-7"
"-152","-21","-0.13","-0.08","0.6","1","-9","11"
"282","-13","-0.12","-0.03","0.23","-0.3","-10","7"
"258","19","0","0.14","0.32","-0.5","-10","-15"
"-124","23","-0.09","0.17","0.67","-0.5","-10","-15"
"-147","5","0.14","-0.04","0.61","-0.7","-11","9"
"-139","-2","-0.2","0.07","0.65","-0.2","-10",""
"-186","-6","-0.35","0.06","0.69","-0.6","-11","-4"
"-169","-33","0.38","-0.06","0.62","-0.8","-11","9"
"81","-34","0.53","0.01","0.39","0.1","-10","13"
"152","-27","0.28","0.05","0.38","1.5","-8","-4"
"128","-25","0.18","0.17","0.42","1.7","-8","-8"
"-32","-24","-0.23","0.06","0.55","1.6","-8","-7"
"331","-4","-0.02","0.03","0.2","-0.4","-10","1"
"-197","42","-0.06","0.16","0.73","0","-10","-15"
"245","28","0.19","-0.03","0.26","0.8","-9","5"
"421","52","-0.02","-0.01","0.11","1.3","-9","3"
"228","76","-0.4","0.33","0.4","0.7","-9","-27"
"-301","74","-0.55","0.21","0.85","-0.5","-10","-22"
"-584","56","-0.34","0.04","1","-1.5","-11","9"
"-410","35","0.18","-0.05","0.83","-1.8","-12","12"
"-143","23","0.57","-0.03","0.61","-0.5","-10","6"
"-81","21","0.57","-0.03","0.55","0.1","-10","6"
"-62","20","0.55","0.17","0.6","0.7","-9","-9"
"-414","12","0.22","0.18","0.94","1.7","-8","-18"
"-436","-15","-0.19","-0.07","0.86","1.6","-8","8"
"-100","-33","-0.15","-0.04","0.57","0.6","-9","7"
"509","-23","0.17","-0.14","-0.04","0.7","-9","19"
"758","46","0.15","0.04","-0.19","1.9","-8","-3"
"260","66","-0.07","0.3","0.39","2","-8","-35"
"-669","43","-0.52","-0.1","1.08","0.5","-9","4"
"-562","21","-0.4","0.05","1","-0.7","-11","3"
"-307","-4","0.16","-0.1","0.72","-1.1","-11","15"
"-79","-9","0.43","-0.1","0.51","-0.7","-11","16"
"87","-3","-0.05","0.06","0.44","1","-9","-7"
"-19","-1","-0.12","0.04","0.52","0","-10","-2"
"-33","-5","-0.13","0.02","0.52","-0.6","-10","5"
"57","1","0.15","0.13","0.5","-0.7","-11","-16"
"-571","-23","0.1","0.04","1.01","0.4","-10","2"
"-441","-54","0.03","-0.07","0.86","0.5","-10","10"
"-235","-65","-0.05","-0.04","0.68","0.5","-9","9"
"-26","-70","-0.16","-0.04","0.5","0.2","-10","5"
"74","-69","0.04","-0.06","0.39","0.2","-10","12"
"287","-46","-0.37","0.02","0.23","-0.6","-11","2"
"290","-34","-0.39","0.26","0.31","-1.6","-11","-17"
"-271","-38","0.21","0.09","0.76","-2.2","-12","-5"
"-318","-48","0.48","-0.11","0.74","-1.6","-11","10"
"-201","-53","0.6","-0.13","0.63","-1","-11","13"
"407","-43","-0.16","-0.08","0.09","0.8","-9","11"
"472","-32","-0.4","0.02","0.08","0.4","-10","-4"
"-52","1","0.04","0.17","0.59","-1.4","-11","-14"
"149","-3","0.26","-0.06","0.33","-0.6","-11","10"
"76","19","0.07","0.12","0.47","0.5","-9","-11"
"36","19","0.05","0.12","0.5","0.6","-9","-11"
"17","20","0.03","0.12","0.52","0.6","-9","-11"
"-126","18","-0.11","0.09","0.65","0.5","-9","-13"
"-234","10","-0.24","0.09","0.73","-0.4","-10","-6"
"-305","5","-0.12","0.09","0.8","-0.6","-10","-7"
"-270","-13","0.14","-0.03","0.71","-0.7","-11","11"
"-161","-22","0.28","0.07","0.65","0.4","-10","-3"
"-198","-25","0.21","0.06","0.69","0.7","-9","-4"
"170","-28","-0.05","-0.09","0.29","1.1","-9","13"
"296","-16","-0.32","0.12","0.29","0.7","-9","-19"
"-429","-30","-0.26","-0.05","0.86","-1.8","-12","6"
"-315","-52","0.17","0.05","0.78","-2.1","-12","1"
"-134","-59","0.37","0.04","0.58","-1.6","-12","12"
"-85","-63","0.17","0.05","0.58","-1","-11","-1"
"-83","-64","0.05","0.04","0.57","-0.9","-11","1"
"410","-57","0.01","-0.11","0.07","-1.1","-11","16"
"475","-54","0.03","-0.11","0.01","-1.1","-11","16"
"-16","-24","0.08","0","0.5","0.5","-9","4"
"89","-21","-0.18","0.02","0.41","0.5","-10","2"
"-22","-16","-0.18","0.12","0.55","-0.4","-10","-9"
"-66","-17","-0.13","0.05","0.55","-0.6","-10","1"
"79","-18","0.14","-0.03","0.4","-0.7","-11","7"
"257","-6","0.23","0.01","0.25","0.5","-10","2"
"-70","7","-0.16","0.21","0.63","0.7","-9","-20"
"-360","-1","-0.35","-0.12","0.8","0.2","-10","0"
"-50","-11","-0.08","-0.08","0.49","-0.5","-10","13"
"129","-2","0.3","0.05","0.38","0.3","-10","-2"
"-130","-18","-0.2","0.01","0.6","1.1","-9","2"
"-121","-24","-0.23","0.05","0.61","0.4","-10","-3"
"-21","-31","0.02","-0.01","0.49","-0.2","-10","5"
"234","3","-0.16","0.28","0.36","-0.5","-10","-21"
"-345","-22","0.21","0","0.79","-0.8","-11","5"
"-286","-44","-0.08","-0.04","0.75","0.1","-10","1"
"-207","-47","-0.17","-0.08","0.63","0.1","-10","15"
"104","-50","-0.17","-0.17","0.31","-0.4","-10","23"
"322","-46","-0.1","-0.17","0.12","-0.6","-10","21"
"279","-27","0.09","0.11","0.27","-0.6","-11","-8"
"200","-3","-0.15","0.02","0.3","-0.6","-11","2"
"54","-12","-0.28","0.01","0.6","-1.7","-8","1"
"-18","-25","0.43","-0.09","0.61","-0.7","-7","10"
"195","-21","0.39","-0.08","0.41","0.3","-6","8"
"319","-14","0.27","0.03","0.3","0.9","-5","7"
"102","17","-0.38","0.03","0.52","-1","-7","-2"
"142","45","0.25","0.05","0.48","-1.7","-8","-4"
"-17","50","0.22","0.06","0.63","-0.7","-7","-6"
"-363","35","-0.22","0.08","0.97","-0.6","-6","-9"
"-407","31","-0.26","0.08","1.01","-0.7","-7","-8"
"-315","-27","0.32","0","0.88","-0.7","-7","2"
"-190","-42","0.38","-0.1","0.7","0.6","-5","16"
"141","-24","-0.35","0.05","0.46","1.1","-5","-5"
"-82","24","0.22","0.07","0.66","-0.6","-6","-7"
"-358","8","0.05","0.04","0.89","0.1","-6","-3"
"408","8","0.05","0.06","0.18","-0.7","-7","-6"
"260","25","0.17","0.06","0.31","-0.4","-6","-6"
"10","35","0.16","0.07","0.54","0.5","-6","-8"
"-391","19","-0.19","0.08","0.91","0.5","-5","-9"
"263","2","0.12","0.03","0.26","-0.6","-6","7"
"-132","-42","-0.14","-0.05","0.62","-0.7","-7","6"
"346","-31","0.21","-0.06","0.18","-0.6","-7","7"
"-57","-10","0.01","0.01","0.56","0.4","-6","2"
"-93","-15","-0.11","0.01","0.61","0.2","-6","-2"
"183","-14","0.03","-0.05","0.33","-0.2","-6","6"
"89","56","-0.15","0.02","0.44","-0.6","-6","-2"
"-138","61","0.15","0.14","0.69","-0.6","-7","-13"
"-372","53","0.2","0.15","0.91","-0.3","-6","-14"
"-221","-19","-0.24","-0.03","0.7","-0.7","-7","4"
"-128","-25","-0.23","-0.06","0.61","-1.2","-7","6"
"415","-6","0.35","-0.05","0.12","-0.6","-6","7"
"203","22","0.21","0.09","0.37","0.9","-5","-10"
"-322","18","-0.34","0.1","0.85","0.7","-5","-11"
"475","-1","0.35","-0.02","0.07","-0.5","-6","6"
"488","25","0.35","0.02","0.08","0.8","-5","-3"
"-45","51","-0.48","0.12","0.6","0.7","-5","-13"
"-237","46","-0.64","0.02","0.73","-0.5","-6","-2"
"-260","42","-0.62","0.04","0.76","-1.1","-7","-4"
"-111","19","0.32","0.02","0.61","-2.5","-8","1"
"-92","16","0.49","0.04","0.6","-1.8","-8","0"
"-276","-3","0.05","0.04","0.78","0.5","-6","-5"
"327","-15","0.07","-0.04","0.2","-1.2","-7","5"
"376","-9","0.1","-0.04","0.16","-1.1","-7","5"
"-312","-1","0.01","0.02","0.8","0.4","-6","-2"
"-120","-25","0.04","-0.05","0.6","0.5","-5","5"
"-92","-29","-0.12","0.04","0.61","0.5","-6","-4"
"602","-8","0.21","0.01","-0.07","0.3","-6","8"
"652","3","0.24","-0.06","-0.11","0.6","-5","6"
"594","33","0.05","0.15","0.06","1.1","-5","-25"
"114","48","-0.29","0.18","0.48","0.8","-5","-20"
"-453","27","-0.38","0.05","0.93","-1.4","-7","0"
"-176","-10","0.29","-0.05","0.65","-1.8","-8","7"
"-110","-16","0.37","0.04","0.62","-0.5","-6","-3"
"-31","-21","-0.08","-0.01","0.54","0.5","-5","1"
"113","-19","-0.21","-0.03","0.4","-0.5","-6","4"
"26","3","0.2","0.08","0.52","-0.6","-7","-8"
"-457","-11","0.18","-0.13","0.92","0.4","-6","-2"
"-379","-25","0.07","-0.02","0.84","0.7","-5","3"
"-113","-43","-0.12","-0.08","0.58","0.5","-5","10"
"506","35","0.16","0.22","0.12","0.8","-5","-18"
"-458","38","-0.22","0.17","0.99","0.9","-5","-19"
"-701","25","-0.32","0.16","1.21","0.5","-5","-18"
"-771","15","-0.34","-0.2","1.18","0.3","-6","4"
"-169","-12","-0.12","-0.22","0.57","-0.6","-6","25"
"241","7","0.33","0.02","0.29","0.3","-6","-2"
"107","23","0.13","0.04","0.43","1.6","-4","-4"
"23","25","-0.08","0.07","0.51","1.7","-4","-7"
"-80","24","-0.32","0.05","0.6","1.4","-5","-7"
"-133","23","-0.42","0.06","0.65","1.1","-5","-6"
"9","31","0.02","0.08","0.53","-1.1","-7","-8"
"-277","10","0.17","0.04","0.77","0.5","-6","-4"
"-108","-15","-0.14","-0.13","0.56","0.6","-5","13"
"33","-16","-0.19","-0.12","0.43","0.4","-6","14"
"376","-5","-0.16","-0.09","0.13","-0.2","-6","10"
"458","9","-0.1","-0.02","0.08","-0.4","-6","4"
"500","20","-0.09","0.07","0.05","-0.5","-6","3"
"398","50","0.14","0.1","0.19","-0.7","-7","-13"
"-303","24","0.08","0.04","0.79","-0.7","-7","-4"
"-328","19","0.12","0.04","0.81","-0.6","-7","-4"
"-54","-10","-0.2","-0.07","0.52","-0.7","-7","8"
"74","-9","-0.2","-0.08","0.41","-1.1","-7","8"
"148","-8","-0.17","-0.07","0.34","-1.2","-7","10"
"72","15","0.25","0.04","0.45","-0.7","-7","-4"
"13","16","0.29","0.03","0.5","-0.1","-6","-3"
"-41","16","0.31","0.04","0.56","0.6","-5","-4"
"-48","16","0.3","0.04","0.56","0.6","-5","-5"
"-193","9","0.04","0.06","0.7","1.4","-5","-7"
"101","-2","-0.29","-0.07","0.38","0.5","-6","8"
"410","23","-0.06","-0.05","0.11","-0.7","-7","5"
"470","42","0.18","0.13","0.11","-0.6","-6","-8"
"235","57","0.31","0.1","0.33","0.2","-6","-12"
"173","59","0.3","0.1","0.39","0.4","-6","-11"
"-380","8","-0.3","-0.02","0.84","0.4","-6","2"
"406","18","0.31","-0.03","0.12","0.5","-5","4"
"-46","48","-0.42","0.07","0.57","0.6","-5","-8"
"-145","45","-0.49","-0.07","0.63","-0.3","-6","-3"
"527","-42","-0.8","-0.07","0.66","0.7","-13","19"
"688","-28","-0.45","-0.02","0.52","-0.3","-14","8"
"492","-8","-0.08","0.27","0.99","-0.8","-15","-20"
"-86","5","0.28","0.48","1.78","0","-14","-25"
"-444","-2","0.03","0.45","2.26","0.2","-14","-27"
"-654","-37","-0.05","-0.22","2.16","0.1","-14","13"
"-70","-56","-0.06","-0.24","1.24","-0.2","-14","31"
"696","-40","-0.16","-0.08","0.29","-0.5","-14","23"
"744","-17","-0.25","0.04","0.4","-0.9","-15","-2"
"371","32","0.25","0.34","0.98","-0.8","-15","-20"
"32","38","0.36","0.39","1.4","-0.3","-14","-21"
"-486","13","-0.35","0.19","1.9","-0.4","-14","-7"
"-87","-10","0.01","-0.06","1.22","-1.6","-16","16"
"185","-9","0.37","-0.06","0.88","-1.3","-15","14"
"379","-2","0.61","0.02","0.65","-0.6","-14","13"
"239","7","0.72","0.22","1.03","0.4","-14","-21"
"28","10","0.49","0.3","1.25","1.3","-13","-17"
"-97","9","-0.05","0.1","1.3","1.6","-12","-4"
"-20","6","-0.78","0.19","1.2","0.4","-14","-3"
"-40","6","-0.69","0.08","1.19","-0.4","-14","1"
"3","5","-0.3","0.01","1.08","-1.5","-15","7"
"112","7","0.17","0.16","0.99","-1.7","-16","0"
"57","12","0.45","0.2","1.08","-0.7","-15","-8"
"-55","10","0.16","0.12","1.15","0.4","-14","0"
"-68","8","-0.06","0.1","1.15","0.5","-13","-2"
"13","5","0.14","0.09","1.04","0.3","-14","-2"
"6","5","0.23","0.12","1.04","0.4","-14","-2"
"-28","6","-0.2","0.13","1.07","0.7","-13","-4"
"-87","1","-0.24","0.12","1.11","-0.6","-14","0"
"-94","-3","0.06","0.1","1.1","-0.8","-15","-1"
"-94","-4","0.19","0.12","1.1","-0.7","-15","-1"
"-230","-17","-0.42","0.1","1.24","-0.2","-14","-3"
"-147","-23","-0.73","-0.11","1.08","-1.5","-15","7"
"425","-14","0.4","0.07","0.41","-2.1","-16","12"
"416","-3","0.77","0.16","0.52","-1.3","-15","-8"
"270","8","0.66","0.19","0.68","0.2","-14","-9"
"56","14","0.13","0.13","0.89","1.1","-13","-7"
"-200","12","-0.39","0.22","1.2","0.7","-13","-13"
"-327","8","-0.56","0.24","1.34","0.3","-14","-14"
"-438","1","-0.66","0.01","1.4","-0.5","-14","-6"
"-301","-24","0.27","0.11","1.21","-1.9","-16","1"
"-240","-31","0.73","0.17","1.12","-1","-15","6"
"-353","-41","0.7","0.21","1.31","0.5","-13","-9"
"-463","-51","0.35","0.04","1.37","1.3","-13","-1"
"-444","-57","0.13","0.04","1.33","1.5","-13","4"
"-193","-73","-0.07","-0.07","1","1.3","-13","12"
"303","-69","-0.27","-0.07","0.47","1.1","-13","11"
"417","-63","-0.46","-0.04","0.35","0.7","-13","11"
"481","-49","-0.64","0.35","0.41","-0.4","-14","-11"
"-97","-36","-0.01","0.31","1.03","-1.9","-16","-18"
"-326","-44","0.41","-0.17","1.09","-1.5","-15","12"
"-161","-49","0.62","-0.11","0.92","-0.9","-15","13"
"54","-50","0.7","-0.04","0.7","0.3","-14","11"
"221","-45","0.43","0.13","0.56","1.5","-13","4"
"187","-38","0.01","0.15","0.65","1.9","-12","-8"
"158","-36","-0.1","0.01","0.63","1.9","-12","-2"
"195","-24","-0.25","0.07","0.58","0.9","-13","1"
"201","-22","-0.23","0.07","0.57","0.7","-13","1"
"207","-19","-0.21","0.08","0.57","0.6","-13","1"
"8","-9","0.04","0.21","0.82","-0.1","-14","-11"
"-34","-9","0.09","0.06","0.85","0","-14","-11"
"-16","-17","0.05","0.08","0.76","1.5","-12","-2"
"-25","-18","0.02","0.08","0.77","1.5","-12","-2"
"-145","-25","-0.71","-0.03","0.86","0.3","-14","3"
"-72","-27","-0.87","0.05","0.78","-0.7","-15","5"
"-19","-28","-0.74","0.02","0.72","-1.6","-15","6"
"233","-23","0.37","0.02","0.45","-2.3","-16","10"
"5","-13","0.83","0.23","0.79","0.1","-14","-17"
"-310","-17","0.45","0.22","1.11","1.1","-13","-21"
"-465","-31","-0.19","-0.04","1.18","1.3","-13","-6"
"-369","-45","-0.31","-0.09","1.02","0.7","-13","10"
"-210","-51","-0.32","-0.1","0.83","0.4","-14","16"
"427","-46","0.12","-0.13","0.18","-0.6","-15","21"
"349","-22","0.45","0.19","0.42","0.6","-13","-17"
"28","-15","0.27","0.26","0.74","1.4","-13","-19"
"-232","-18","0.07","0.25","1","1.6","-12","-20"
"-318","-24","-0.09","0.07","0.98","1.6","-12","4"
"-313","-25","-0.11","0.11","0.98","1.6","-12","2"
"-336","-31","-0.29","0.08","1.02","1.4","-13","-2"
"483","-24","-0.05","-0.04","0.15","-0.5","-14","13"
"555","-9","0.08","0.07","0.13","-0.5","-14","-1"
"88","22","-0.1","0.24","0.65","-0.5","-14","-16"
"-96","22","-0.15","0.24","0.82","-0.6","-15","-16"
"-237","13","0.15","0.11","0.88","-0.7","-15","1"
"-301","3","0.21","0.16","1","0","-14","-14"
"-414","-6","-0.11","0.17","1.09","0.1","-14","-9"
"-383","-17","-0.36","0.13","1.02","-0.4","-14","0"
"-354","-26","-0.28","0.08","0.98","-0.9","-15","3"
"-48","-37","0.35","-0.06","0.62","-0.8","-15","18"
"343","-27","0.33","0.01","0.28","1","-13","7"
"299","8","-0.48","0.33","0.41","-0.2","-14","-10"
"-107","8","0.5","0.07","0.72","-0.8","-15","3"
"-88","7","0.61","-0.1","0.68","-0.4","-14","4"
"50","7","0.59","0.02","0.56","0.6","-13","3"
"87","8","0.41","0.04","0.52","1","-13","5"
"88","11","-0.03","0.2","0.57","1.4","-13","-8"
"-13","12","-0.3","0.15","0.67","1.2","-13","-10"
"-101","11","-0.52","0.15","0.75","0.8","-13","-9"
"146","8","-0.16","-0.04","0.42","-1.1","-15","15"
"339","14","0.32","0.25","0.31","-0.9","-15","1"
"255","19","0.43","0.19","0.42","-0.5","-14","-11"
"-75","25","0.14","0.21","0.74","0.5","-13","-15"
"-303","20","-0.09","0.04","0.93","0.6","-13","-12"
"-111","9","-0.11","-0.1","0.63","0","-14","19"
"32","8","0.1","-0.09","0.51","0","-14","16"
"258","12","0.4","0.2","0.33","0.4","-14","11"
"44","20","0.23","0.15","0.6","1.4","-13","-11"
"-138","18","-0.04","0.19","0.78","1.6","-12","-12"
"-235","16","-0.2","0.17","0.87","1.5","-12","-13"
"-30","-17","0.04","-0.04","0.57","-0.5","-14","13"
"209","-8","0.06","0.07","0.39","0.2","-14","1"
"-36","9","-0.19","0.13","0.64","-0.7","-15","-5"
"-61","2","0.26","0.06","0.62","-0.9","-15","4"
"-60","1","-0.08","0.13","0.66","0.1","-14","-6"
"-111","-1","-0.37","0.13","0.7","-0.2","-14","-6"
"-168","-4","-0.59","0.32","0.79","-0.7","-15","-11"
"-291","-7","-0.69","-0.18","0.86","-1.2","-15","-9"
"-163","-11","-0.68","0.01","0.69","-1.9","-16","12"
"488","-1","0.19","-0.05","0.06","-2.8","-17","18"
"660","14","0.52","-0.01","-0.09","-2.3","-16","11"
"536","28","0.46","0.18","0.13","-1.6","-16","-15"
"180","44","0.32","0.21","0.46","-0.8","-15","-13"
"84","46","0.36","0.2","0.54","-0.5","-14","-13"
"-520","30","-0.49","0.2","1.1","-0.4","-14","-13"
"-689","16","-0.76","0.2","1.25","-1.3","-15","-13"
"-645","-20","-0.12","0.08","1.15","-2.7","-17","5"
"-586","-33","0.19","-0.01","1.09","-2.7","-17","5"
"-468","-40","0.39","-0.17","0.9","-2.5","-16","24"
"-321","-44","0.52","-0.07","0.78","-2.2","-16","22"
"-97","-51","0.47","0.05","0.64","-1","-15","6"
"338","-11","-0.22","0.13","0.25","-0.6","-14","2"
"-99","4","0.21","0.12","0.66","-0.7","-15","-4"
"-197","-14","-0.29","0.09","0.74","-0.5","-14","-2"
"-117","-29","0.45","0.09","0.66","-0.9","-15","0"
"-118","-31","0.6","0.09","0.66","-0.4","-14","-1"
"56","-44","-0.47","-0.02","0.47","0.8","-13","9"
"207","-40","-0.65","0.04","0.33","-0.2","-14","9"
"161","-29","-0.1","0.15","0.44","-1.5","-15","-9"
"-20","-25","0.19","0.14","0.59","-1","-15","-6"
"-86","-27","0.25","0.11","0.64","-0.6","-15","-3"
"-100","-29","0.37","0.1","0.65","-0.3","-14","-2"
"-113","-31","0.44","0.03","0.65","0.2","-14","0"
"82","-35","-0.36","0","0.45","0.6","-13","8"
"287","-27","-0.54","0.09","0.28","-0.8","-15","6"
"377","-12","0.05","0.08","0.21","-1.4","-15","0"
"115","9","0.44","0.19","0.49","0.2","-14","-12"
"48","10","0.44","0.18","0.55","0.5","-14","-12"
"-208","4","0.05","0.1","0.74","1.4","-13","-2"
"134","-10","0.06","-0.01","0.4","0.8","-13","8"
"227","-5","0.11","0.09","0.35","0.9","-13","-1"
"87","7","-0.31","0.09","0.48","0.6","-13","-2"
"75","10","-0.39","0.08","0.48","-0.5","-14","1"
"-159","14","0.26","0.18","0.73","-1.1","-15","-10"
"-252","11","0.33","0.18","0.82","-0.8","-15","-10"
"-394","-8","0.19","0.11","0.91","0.1","-14","-1"
"-189","-21","0.11","-0.02","0.69","0.4","-14","8"
"78","-23","-0.16","0.02","0.46","0.8","-13","5"
"183","-19","-0.64","0.13","0.37","0.1","-14","6"
"29","-16","-0.69","0.18","0.57","-1","-15","-13"
"-34","-16","-0.63","0.16","0.62","-1.4","-15","-11"
"-126","-18","-0.4","0.17","0.7","-2","-16","-8"
"-291","-29","0.28","0.13","0.82","-2.1","-16","1"
"-278","-38","0.58","0.04","0.78","-1.3","-15","5"
"-128","-47","0.62","0.01","0.64","0.4","-14","6"
"-30","-49","0.51","0.11","0.56","1.3","-13","5"
"-94","-51","0.06","0.12","0.65","1.9","-12","-5"
"-256","-55","-0.51","0.17","0.84","1.6","-12","-15"
"102","-60","-0.81","-0.13","0.38","0.1","-14","20"
"689","-22","0.38","0.12","-0.08","-0.9","-15","-3"
"640","-11","0.62","0.14","-0.02","-0.4","-14","-8"
"615","-7","0.69","0.14","0.01","-0.1","-14","-7"
"396","7","0.59","0.43","0.31","1","-13","-28"
"-30","11","0.26","0.34","0.69","1.5","-12","-30"
"-264","8","0.21","0.21","0.84","1.7","-12","-16"
"-96","-6","0.06","-0.08","0.56","2.2","-12","18"
"297","0","-0.06","-0.07","0.22","2.1","-12","12"
"422","9","-0.04","-0.02","0.14","2.1","-12","5"
"456","13","-0.09","0.04","0.11","2","-12","5"
"446","31","-0.38","0.1","0.15","1.6","-12","-5"
"369","42","-0.64","0.19","0.24","0.8","-13","-8"
"293","45","-0.68","0.24","0.35","0.4","-14","-17"
"-6","50","-0.6","0.28","0.61","-1.2","-15","-14"
"-311","36","0.3","0.1","0.82","-2","-16","2"
"-237","24","0.69","0.24","0.8","-0.5","-14","-7"
"-408","15","0.33","0.05","0.95","0.4","-14","-11"
"-349","1","0.23","0.01","0.82","1.1","-13","10"
"-102","-9","-0.52","-0.1","0.57","0.8","-13","18"
"66","-9","-0.77","-0.09","0.42","0.1","-14","16"
"339","-4","-0.72","0.18","0.21","-1.2","-15","13"
"-106","19","0.5","0.23","0.7","-1.9","-16","-14"
"-82","16","0.68","0.11","0.61","-1.2","-15","6"
"-68","13","0.6","0.08","0.61","0.7","-13","-3"
"-233","2","-0.26","0.1","0.77","1.8","-12","-5"
"-256","-2","-0.37","0.11","0.79","1.6","-12","-5"
"-219","-21","-0.14","0.05","0.73","-0.4","-14","3"
"415","-12","-0.15","-0.02","0.13","-0.6","-14","10"
"247","22","0.28","0.18","0.36","-0.8","-15","-10"
"2","29","0.03","0.12","0.56","0.4","-14","-6"
"-107","25","-0.38","0.1","0.65","-0.4","-14","-2"
"-16","18","0.16","0.07","0.55","-1.3","-15","3"
"30","19","0.33","0.08","0.52","-0.6","-14","-1"
"28","20","0.25","0.03","0.51","0.1","-14","1"
"47","21","-0.06","0.07","0.5","0.2","-14","1"
"-6","22","-0.33","0.11","0.56","-0.4","-14","-2"
"-184","14","0.12","0.14","0.73","-1.5","-15","-5"
"-230","7","0.29","-0.06","0.72","-1.2","-15","6"
"-132","4","0.35","0.02","0.64","-0.8","-15","6"
"1","2","0.43","0.04","0.53","0.1","-14","3"
"32","2","0.35","0.05","0.5","0.4","-14","4"
"196","6","-0.04","0.16","0.38","0.8","-13","-4"
"157","9","-0.32","0.17","0.43","0.7","-13","-6"
"-37","11","-0.1","0.12","0.59","-1.7","-16","-2"
"-51","10","0.12","0.12","0.6","-1.7","-16","-2"
"-41","9","0.49","0.13","0.61","-0.8","-15","-9"
"-107","7","0.51","0.14","0.66","-0.2","-14","-7"
"-139","5","0.48","0.08","0.66","0.4","-14","1"
"-174","3","0.35","0.21","0.75","0.8","-13","-12"
"-539","-12","-0.39","0.21","1.08","0.8","-13","-13"
"49","33","0.26","0.4","1.01","-1.2","-8","-33"
"-438","26","0.45","-0.46","1.28","-0.5","-7","4"
"-251","20","0.55","-0.03","1.08","0.1","-7","13"
"-149","13","0.12","-0.19","0.98","1.1","-6","6"
"97","12","-0.48","-0.14","0.69","0.6","-6","10"
"297","25","-0.42","0.01","0.52","-1","-8","1"
"259","47","0.02","0.14","0.59","-2","-9","-9"
"-175","51","-0.07","0.11","1.02","-1.6","-9","-9"
"219","7","0.29","0.08","0.59","-0.6","-7","-12"
"58","13","0.2","0.1","0.74","0.2","-7","-9"
"-41","13","0.11","0.1","0.84","0.3","-7","-10"
"93","12","0.06","-0.19","0.57","0.5","-7","16"
