"diffRollRate","diffDiffClb","SeTime1","SeTime2","SeTime3","SeTime4","SeTime5","SeTime6"
"-0.012","-0.2","0.021","0.022","0.022","0.022","0.022","0.022"
"-0.004","0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"0.003","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.001","0","0.018","0.019","0.019","0.019","0.019","0.019"
"0.001","0","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.001","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","0.8","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.005","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.008","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.001","0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.005","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.001","0","0.018","0.018","0.018","0.019","0.019","0.02"
"0.007","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.005","0","0.017","0.018","0.018","0.018","0.018","0.018"
"0.012","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.006","0","0.017","0.017","0.017","0.019","0.019","0.019"
"0.006","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.006","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.007","-0.8","0.017","0.016","0.016","0.016","0.016","0.016"
"0.01","-4.4","0.021","0.019","0.019","0.019","0.019","0.019"
"0.009","1.1","0.022","0.022","0.022","0.022","0.022","0.021"
"-0.009","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.013","2.4","0.016","0.016","0.016","0.016","0.016","0.016"
"0.019","-1","0.016","0.015","0.015","0.015","0.015","0.015"
"0.016","0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.012","0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.012","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.016","-0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"0.007","0.2","0.016","0.018","0.018","0.018","0.018","0.018"
"-0.003","-0.2","0.017","0.016","0.016","0.016","0.016","0.016"
"-0.01","0.7","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.01","-0.3","0.015","0.016","0.016","0.018","0.018","0.019"
"-0.009","0.1","0.015","0.015","0.015","0.015","0.015","0.015"
"0.01","0.1","0.018","0.018","0.018","0.018","0.018","0.017"
"-0.002","-0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.009","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.001","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.006","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.003","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.006","0","0.017","0.017","0.017","0.018","0.018","0.018"
"-0.007","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.01","0.7","0.019","0.019","0.019","0.019","0.019","0.019"
"0.015","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.005","-0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.005","1.5","0.017","0.017","0.017","0.017","0.017","0.018"
"-0.023","0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.014","3","0.016","0.016","0.016","0.016","0.016","0.016"
"0.014","-0.4","0.016","0.016","0.016","0.016","0.016","0.016"
"0.015","0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.002","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.012","0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.018","0","0.02","0.018","0.018","0.018","0.018","0.018"
"-0.007","-0.6","0.019","0.019","0.019","0.019","0.019","0.019"
"0.005","0.6","0.019","0.019","0.019","0.019","0.019","0.019"
"0.016","1.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.027","-0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"0.002","-0.5","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.018","-6.4","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.018","1.3","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.008","7.2","0.017","0.018","0.018","0.018","0.018","0.018"
"0.013","3.6","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.005","-0.2","0.014","0.014","0.014","0.015","0.015","0.016"
"-0.008","-3.5","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.005","0","0.018","0.017","0.017","0.017","0.017","0.017"
"-0.009","-1.5","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.008","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.009","-1.6","0.018","0.018","0.018","0.018","0.018","0.018"
"0.016","1.4","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.002","-0.1","0.019","0.019","0.019","0.018","0.018","0.018"
"-0.011","-1.3","0.018","0.019","0.019","0.02","0.02","0.02"
"-0.011","0.2","0.017","0.018","0.018","0.019","0.019","0.02"
"-0.011","0.2","0.015","0.015","0.015","0.015","0.015","0.017"
"-0.02","0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.003","-0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"0.009","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"0.015","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.011","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.013","-0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.012","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.012","0.5","0.016","0.016","0.016","0.016","0.016","0.016"
"0.005","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0","0.8","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.007","0.1","0.019","0.02","0.02","0.02","0.02","0.02"
"0.011","-0.2","0.018","0.017","0.017","0.017","0.017","0.017"
"-0.013","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.007","0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.012","0.3","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.001","-1.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.017","0.5","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.018","-2.2","0.018","0.018","0.018","0.018","0.018","0.019"
"-0.019","0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.007","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.002","0.1","0.018","0.018","0.018","0.02","0.02","0.02"
"0","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.008","0","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.013","-3.4","0.022","0.022","0.022","0.022","0.022","0.022"
"0.003","0.6","0.019","0.021","0.021","0.021","0.021","0.021"
"0.017","-0.3","0.016","0.016","0.016","0.017","0.017","0.017"
"0.026","-0.5","0.016","0.016","0.016","0.016","0.016","0.016"
"0.002","0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.001","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.004","-3","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.019","-0.3","0.017","0.018","0.018","0.018","0.018","0.018"
"-0.011","0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.008","0","0.016","0.016","0.016","0.016","0.016","0.017"
"0.007","-0.2","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.005","-0.1","0.022","0.021","0.021","0.021","0.021","0.021"
"-0.017","0","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.002","3.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.015","-1.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.021","-0.5","0.015","0.015","0.015","0.015","0.015","0.015"
"0.016","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.014","0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.001","-0.7","0.017","0.017","0.017","0.017","0.017","0.017"
"0.009","0.7","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.005","0.8","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.001","-0.3","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.011","-0.3","0.016","0.016","0.016","0.016","0.016","0.016"
"0.018","-1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.019","-0.5","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.007","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","-3.2","0.021","0.02","0.02","0.02","0.02","0.02"
"0.014","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"0.014","2.9","0.015","0.015","0.015","0.015","0.015","0.015"
"0.011","1.2","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.018","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.017","0.7","0.018","0.018","0.018","0.018","0.018","0.018"
"0.009","-0.1","0.017","0.017","0.017","0.017","0.017","0.019"
"0.002","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.007","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.007","0.1","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.007","0.1","0.018","0.02","0.02","0.019","0.019","0.019"
"-0.016","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.01","0.1","0.018","0.019","0.019","0.019","0.019","0.019"
"0.01","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.017","-0.7","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.007","-0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.007","0","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.012","-0.2","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.012","0.7","0.019","0.019","0.019","0.019","0.019","0.019"
"0.008","1.7","0.017","0.017","0.017","0.017","0.017","0.017"
"0.012","0","0.016","0.016","0.016","0.016","0.016","0.016"
"0.004","-1.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.016","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.015","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.005","0","0.016","0.015","0.015","0.015","0.015","0.015"
"0.005","-0.1","0.019","0.018","0.018","0.016","0.016","0.015"
"-0.002","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.008","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.004","-0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"0.013","0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.006","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.014","-0.4","0.018","0.02","0.02","0.02","0.02","0.02"
"-0.006","5","0.016","0.016","0.016","0.016","0.016","0.016"
"0.013","-0.2","0.015","0.015","0.015","0.015","0.015","0.015"
"0.003","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.006","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.003","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.007","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.003","-3.4","0.02","0.02","0.02","0.02","0.02","0.02"
"0.008","-0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.013","0.5","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.012","0","0.014","0.015","0.015","0.015","0.015","0.015"
"0.007","0.2","0.017","0.014","0.014","0.014","0.014","0.014"
"0.007","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.007","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.001","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.006","-0.1","0.024","0.024","0.024","0.024","0.024","0.023"
"0.003","-0.5","0.021","0.021","0.021","0.02","0.02","0.02"
"-0.007","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.014","-0.7","0.022","0.022","0.022","0.022","0.022","0.022"
"0.001","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.002","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.004","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.008","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.007","0.1","0.02","0.021","0.021","0.021","0.021","0.022"
"0.005","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.002","-0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.01","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.003","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.006","-0.9","0.019","0.02","0.02","0.02","0.02","0.02"
"0.004","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.004","0","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.007","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","-0.7","0.02","0.02","0.02","0.02","0.02","0.02"
"0.001","-0.1","0.016","0.017","0.017","0.017","0.017","0.017"
"0.005","-0.1","0.019","0.018","0.018","0.018","0.018","0.017"
"-0.007","0.9","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.001","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.003","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.002","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","-0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.005","-0.4","0.018","0.021","0.021","0.021","0.021","0.021"
"-0.002","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"0.004","-0.1","0.019","0.019","0.019","0.018","0.018","0.018"
"-0.008","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.01","0","0.019","0.019","0.019","0.019","0.019","0.02"
"0.005","-1.6","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.006","0.1","0.02","0.018","0.018","0.018","0.018","0.018"
"-0.015","0","0.019","0.02","0.02","0.02","0.02","0.02"
"0","0.9","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.012","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.002","-0.5","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.01","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.003","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.001","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.007","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.004","-1.9","0.017","0.017","0.017","0.017","0.017","0.017"
"0.003","0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.014","0.4","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.014","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.006","-0.5","0.018","0.018","0.018","0.018","0.018","0.018"
"0.01","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.004","-0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.013","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.002","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.004","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.005","3.5","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.008","-0.3","0.017","0.018","0.018","0.018","0.018","0.018"
"-0.004","-0.2","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.001","-3.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","0","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.007","0","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.002","4.3","0.014","0.014","0.014","0.014","0.014","0.015"
"0.01","0.1","0.014","0.014","0.014","0.014","0.014","0.014"
"0.003","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.007","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.017","-0.6","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.012","0","0.018","0.018","0.018","0.019","0.019","0.019"
"-0.01","-0.2","0.016","0.016","0.016","0.016","0.016","0.016"
"0.009","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.004","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.006","-0.2","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.006","-0.2","0.016","0.016","0.016","0.016","0.016","0.015"
"0.003","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.001","-0.4","0.018","0.017","0.017","0.017","0.017","0.017"
"-0.002","-0.7","0.02","0.02","0.02","0.02","0.02","0.02"
"0.008","-1.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.003","0","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.002","0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.005","0.1","0.017","0.016","0.016","0.016","0.016","0.016"
"0.005","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.003","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.003","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.003","-0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.003","-0.2","0.017","0.018","0.018","0.018","0.018","0.018"
"-0.011","-0.3","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.003","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.01","0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"0.01","-1.6","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.002","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.002","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.003","0","0.016","0.016","0.016","0.016","0.016","0.016"
"0.003","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.008","0","0.018","0.019","0.019","0.019","0.019","0.019"
"0.001","2.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.02","-0.8","0.051","0.051","0.051","0.051","0.051","0.051"
"0.024","0.1","0.06","0.06","0.06","0.06","0.06","0.06"
"0.026","1.2","0.059","0.059","0.059","0.059","0.059","0.059"
"-0.02","-0.7","0.061","0.061","0.061","0.061","0.061","0.061"
"-0.018","0","0.057","0.057","0.057","0.057","0.057","0.057"
"-0.001","1.6","0.045","0.045","0.045","0.045","0.045","0.045"
"0","-0.6","0.04","0.04","0.04","0.04","0.04","0.04"
"-0.008","-0.5","0.049","0.049","0.049","0.049","0.049","0.049"
"0.009","1.2","0.051","0.049","0.049","0.048","0.048","0.048"
"0.009","0.2","0.053","0.053","0.053","0.053","0.053","0.053"
"-0.002","-0.3","0.052","0.052","0.052","0.052","0.052","0.052"
"-0.013","-0.1","0.042","0.042","0.042","0.042","0.042","0.042"
"0.021","-0.3","0.039","0.039","0.039","0.039","0.039","0.039"
"0.02","-0.2","0.04","0.039","0.039","0.039","0.039","0.039"
"0.014","-0.5","0.047","0.047","0.047","0.047","0.047","0.047"
"0.005","1.2","0.047","0.047","0.047","0.047","0.047","0.047"
"-0.025","-0.5","0.043","0.043","0.043","0.043","0.043","0.043"
"-0.05","0.7","0.039","0.039","0.039","0.039","0.039","0.039"
"0.008","-1.7","0.041","0.041","0.041","0.041","0.041","0.041"
"0.009","0.5","0.041","0.041","0.041","0.041","0.041","0.041"
"0.02","0.7","0.039","0.039","0.039","0.039","0.039","0.039"
"0.023","-0.8","0.04","0.04","0.04","0.04","0.04","0.04"
"-0.005","-0.4","0.041","0.041","0.041","0.041","0.041","0.041"
"-0.013","-0.7","0.039","0.039","0.039","0.039","0.039","0.039"
"-0.009","-0.1","0.038","0.038","0.038","0.038","0.038","0.038"
"0.009","0.3","0.036","0.036","0.036","0.037","0.037","0.037"
"0.008","-0.3","0.037","0.037","0.037","0.037","0.037","0.037"
"-0.019","-0.1","0.037","0.037","0.037","0.037","0.037","0.037"
"0.013","-0.4","0.036","0.036","0.036","0.036","0.036","0.036"
"0.017","0.1","0.036","0.036","0.036","0.036","0.036","0.036"
"0.016","-0.2","0.036","0.036","0.036","0.036","0.036","0.036"
"-0.029","0.2","0.033","0.033","0.033","0.033","0.033","0.033"
"0.015","1.3","0.031","0.03","0.03","0.03","0.03","0.029"
"0.031","-0.7","0.035","0.035","0.035","0.035","0.035","0.035"
"0.023","0.4","0.035","0.035","0.035","0.035","0.035","0.037"
"-0.024","0.1","0.036","0.036","0.036","0.036","0.036","0.036"
"-0.027","0.6","0.036","0.036","0.036","0.036","0.036","0.036"
"-0.019","0","0.036","0.036","0.036","0.036","0.036","0.036"
"-0.016","0","0.033","0.033","0.033","0.033","0.033","0.033"
"-0.008","2.5","0.031","0.031","0.031","0.031","0.031","0.031"
"0.034","0.1","0.031","0.031","0.031","0.031","0.031","0.031"
"0.015","-1","0.033","0.033","0.033","0.033","0.033","0.033"
"-0.012","-0.8","0.032","0.032","0.032","0.032","0.032","0.032"
"-0.031","1.3","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.029","0.1","0.028","0.028","0.028","0.028","0.028","0.029"
"0.003","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.021","0.4","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.019","-0.3","0.031","0.03","0.03","0.03","0.03","0.03"
"0.007","-2.7","0.033","0.033","0.033","0.033","0.033","0.033"
"0.022","-0.2","0.03","0.033","0.033","0.034","0.034","0.034"
"0.02","4","0.026","0.026","0.026","0.026","0.026","0.026"
"0.016","1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.005","0","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.022","-1.7","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.018","-0.8","0.028","0.028","0.028","0.028","0.028","0.028"
